,企业代号,回扣率,蓝票率,资产转化率,净利润占比
0,E1,0.0281134401972873,0.02762022194821212,0.7077547775363698,-0.42023980977824066
1,E2,0.028173447705988824,0.0820020461163139,3.7932265975026116,0.10890566568447645
2,E3,0.18302662734183525,0.01599302122710089,10.959275545815862,0.12969949896729832
3,E4,0.004034065441506051,0.08516360376512777,8.36817318768217,0.4055288707246632
4,E5,0.009433962264150943,0.05188679245283023,1.024507946076185,0.0012133390605981872
5,E6,0.021863117870722433,0.13212927756653992,1.2122403926637897,0.01605917624457174
6,E7,0.23303472818750767,0.014357589888329803,8.589213049255907,0.1134490537687655
7,E8,0.0259946949602122,0.11310344827586205,2.209728999153581,0.04918027640134902
8,E9,0.020656959024720624,0.024720623095157435,13.025641631395715,0.07385623411151732
9,E10,0.0035211267605633804,0.09154929577464788,66.25114611976996,0.08402654873478597
10,E11,0.0008952551477170994,0.0590868397493286,1.114248618302439,0.003809773775759612
11,E12,0.0035087719298245615,0.07719298245614037,2.5175033398526896,0.033750269649935806
12,E13,0.009119300437226733,0.14953154278575886,2.3085763920008864,0.030144165319963123
13,E14,0.012589928057553957,0.07164268585131894,1.8777525772538626,0.024464511959256623
14,E15,0.0,0.06301824212271978,49.97673428007679,0.051961269576992326
15,E16,0.0,0.11161731207289294,755.5010943216314,0.05234859621431243
16,E17,0.019230769230769232,0.1701183431952663,1.187951981103126,0.006137730056055459
17,E18,0.005249343832020997,0.09448818897637801,1.467458653229104,0.014968724598622928
18,E19,0.020974507905776058,0.08970635688931916,0.9849088356938157,-0.0006920712838204485
19,E20,0.0,0.051480051480051525,1.080348609710327,0.0035711227428592593
20,E21,0.03137789904502047,0.02592087312414737,1.0316272539011302,0.0009086984338180763
21,E22,0.0076824583866837385,0.12548015364916776,1.6981331485509978,0.01151888552292187
22,E23,0.009523809523809525,0.03613445378151259,1.0544261986951406,0.0023675083020776324
23,E24,0.015712682379349047,0.08080808080808077,1.8663852060478074,0.016327923832591153
24,E25,0.022494887525562373,0.16768916155419222,4.23340335702069,0.007264436033824025
25,E26,0.003968253968253968,0.1071428571428571,0.9883970250853318,-0.00010768871325023588
26,E27,0.01634877384196185,0.053814713896457755,0.9951703610803196,-5.352123491857135e-05
27,E28,0.0,0.0773286467486819,38.541794556295855,0.011954285283464332
28,E29,0.0,0.012631578947368438,281.302768872873,0.011266764496948892
29,E30,0.0,0.06625000000000003,3.3795472886486104,0.01260039027894056
30,E31,0.0023006134969325155,0.0410276073619632,10.717766594212879,0.010731002514830466
31,E32,0.0036231884057971015,0.15217391304347827,18.771470741634214,0.010462668515086086
32,E33,0.0130475302889096,0.15004659832246037,1.0142033320574384,0.00024402129250929012
33,E34,0.004243281471004243,0.15700141442715698,1.8301006645321765,0.010258474307382429
34,E35,0.0025974025974025974,0.042857142857142816,1.1700021768578022,0.0012747916590107038
35,E36,0.021331609566903685,0.07627666451195858,1.8003806168387377,0.003918030549923621
36,E37,0.010997643362136685,0.06991358994501173,0.9991029143994867,-9.765280523438826e-06
37,E38,0.006369426751592357,0.12101910828025475,3.9895322715050208,0.009069500344353935
38,E39,0.022727272727272728,0.10606060606060608,83.29409542734285,0.007214233780419646
39,E40,0.04756511891279728,0.0939977349943375,7.89840446629484,0.007374380347473947
40,E41,0.027149321266968326,0.08748114630467574,6.401716316375976,0.006874375815026653
41,E42,0.01834862385321101,0.1009174311926605,2516.438201816101,0.0065644433389210185
42,E43,0.02040816326530612,0.12653061224489792,5.44484185760133,0.003747093789203768
43,E44,0.02299794661190965,0.0792607802874743,1.099225647533333,0.0007421199957473073
44,E45,0.021538461538461538,0.06153846153846154,1.0281605169520047,0.0001680841457991235
45,E46,0.03696098562628337,0.08726899383983577,1.1807206201725322,0.00224417920411668
46,E47,0.005685048322910745,0.046048891415577,1.1997496990463832,0.0020680528616064332
47,E48,0.005905511811023622,0.055118110236220486,3.9714030529910795,0.00937560318462186
48,E49,0.025341130604288498,0.10136452241715399,1.5852345726813406,0.003408732597898209
49,E50,0.06315789473684211,0.10526315789473684,11.248474737595071,0.004359049640684394
50,E51,0.0033519553072625698,0.06815642458100557,1.3599271811888407,0.0018368440672251855
51,E52,0.013192612137203167,0.2453825857519789,1.1521769712795065,0.0006208317278516377
52,E53,0.00881057268722467,0.1277533039647577,1.1020267020127337,0.0008335545663855613
53,E54,0.010568409025992574,0.08169094544415878,4.483604454182612,0.006549147801760581
54,E55,0.11864406779661017,0.2491525423728813,2.2999670222838144,0.0033115095185636332
55,E56,0.01616161616161616,0.07474747474747478,1.069945940612861,0.00042966705894169994
56,E57,0.02054794520547945,0.1187214611872146,1.1473435109349028,0.0010290137859161601
57,E58,0.015463917525773196,0.2680412371134021,3.3397240347931003,0.003959681651912908
58,E59,0.0009306654257794323,0.03815728245695671,1.4602554800421785,0.0021079903115455044
59,E60,0.001949317738791423,0.1734892787524367,1.6913526698064476,0.0008154504417098097
60,E61,0.020080321285140562,0.01857429718875503,20.329006917004023,0.004017418341313433
61,E62,0.1050228310502283,0.1278538812785388,8.069666827810503,0.002081240392427838
62,E63,0.004457652303120356,0.07132243684992567,1.3235006115501535,0.002881976439204333
63,E64,0.0,0.06690909090909092,102.1815349428372,0.0022023105833654925
64,E65,0.01443298969072165,0.061855670103092786,1.695449377450701,0.000764049771291223
65,E66,0.008836524300441826,0.07511045655375548,0.9406554860782055,-7.518883601165302e-05
66,E67,0.013953488372093023,0.10697674418604652,4.589061578950716,0.0011006861641461854
67,E68,0.0,0.1095890410958904,8404.705877297276,0.0014685091164357812
68,E69,0.06643952299829642,0.10902896081771718,1153.352120532177,0.0009101507099132523
69,E70,0.02422145328719723,0.18858131487889274,1.7412255769545144,0.0009905476958711567
70,E71,0.0026666666666666666,0.04266666666666663,1.2350559847309028,0.000582473695061982
71,E72,0.0,0.29032258064516125,3.0820706423393056,0.0007372164331438877
72,E73,0.025423728813559324,0.05508474576271183,7.915668283700423,0.0013427351395308735
73,E74,0.025225225225225224,0.07747747747747746,11.828640202657349,0.0009135868199953882
74,E75,0.0013864818024263432,0.06828422876949736,2.523493496464383,0.0009748948981805465
75,E76,0.004081632653061225,0.0897959183673469,4.651751278560755,0.0007920677417622424
76,E77,0.023255813953488372,0.023255813953488413,5.816014018383142,0.0009034811124343804
77,E78,0.0,0.07462686567164178,2.8727568935583054,0.0015092390046036385
78,E79,0.0,0.13953488372093026,1.1265582465252548,9.251202930850808e-05
79,E80,0.0,0.02083333333333337,1.4671717064382688,0.0002880518919069462
80,E81,0.004622496147919877,0.06163328197226503,1.7235403463708052,0.00035524141468632945
81,E82,0.0058309037900874635,0.023323615160349864,1.9869544295993269,0.0003645846388744599
82,E83,0.00424929178470255,0.08073654390934848,0.09688773358852887,-0.00788563719238294
83,E84,0.012048192771084338,0.10642570281124497,3.367570243490877,0.000850138172362604
84,E85,0.0,0.15699658703071673,6.511833170241166,0.0005634734678804593
85,E86,0.2727272727272727,0.13636363636363635,1.2496902910892744,0.00010823407585753994
86,E87,0.0,0.04054054054054057,2.529074221357836,0.0005928494043349932
87,E88,0.01,0.08999999999999997,3.8971971135298458,0.0004699820547082004
88,E89,0.0,0.04069767441860461,0.7200447683351764,-0.0001813352058461482
89,E90,0.022988505747126436,0.28352490421455934,4.444003879829349,0.0006302852946451173
90,E91,0.007751937984496124,0.046511627906976716,1.7959553377527984,0.00025908164137260973
91,E92,0.05128205128205128,0.07692307692307687,14.859549610833119,0.0005158576900013991
92,E93,0.033783783783783786,0.04729729729729726,5.164585928577504,0.00029793457383858204
93,E94,0.04591836734693878,0.09183673469387754,74.96155338092098,0.00026011193121986813
94,E95,0.0,0.05366922234392113,2152.384787347007,0.0005781419055016231
95,E96,0.0,0.09999999999999998,0.6201824236093486,-0.0002204743176988755
96,E97,0.015151515151515152,0.03409090909090906,51.7950604381835,0.0002384589058037281
97,E98,0.0392156862745098,0.130718954248366,7.040179308536602,0.00030135645367455356
98,E99,0.0,0.375,0.28585266516218705,-0.0007387022911181257
99,E100,0.15151515151515152,0.010101010101010055,31.86459266783111,0.00016277297237501462
100,E101,0.0,0.4920634920634921,7.4190075894676815,7.375292782848004e-05
101,E102,0.01694915254237288,0.14689265536723162,0.1197803331262776,-0.0007000058037507041
102,E103,0.03125,0.15625,2.493670589411255,0.00025524885410483175
103,E104,0.047619047619047616,0.09523809523809523,994.3233390119252,6.567849591768985e-05
104,E105,0.03278688524590164,0.008196721311475419,124.35515912501411,0.0002296319804782738
105,E106,0.026143790849673203,0.0980392156862745,11.64290685239197,0.00013409562461198812
106,E107,0.0,0.37037037037037035,7.519228692461527,0.0001707516924260723
107,E108,0.030303030303030304,0.0,1.928266815714473,2.307230035643506e-05
108,E109,0.0,0.303030303030303,135.9247660739722,0.00011001452871327458
109,E110,0.0,0.2530120481927711,204.403055875606,4.905028681727174e-05
110,E111,0.112,0.18400000000000005,1.476947579877661,5.843838196278818e-05
111,E112,0.045454545454545456,0.2727272727272727,1.184102413598394,3.643833878996843e-05
112,E113,0.0,0.34042553191489366,0.21984071215414755,-0.0002519031192272268
113,E114,0.013333333333333334,0.12,0.3876668207305027,-8.683610851759062e-05
114,E115,0.0,0.33333333333333337,105.11826613666479,1.3768590445516127e-05
115,E116,0.0,0.08510638297872342,88.81008645864912,5.7276845941892624e-05
116,E117,0.0,0.40909090909090906,78.00979163157587,0.00012932190393100083
117,E118,0.006944444444444444,0.05555555555555558,4.384281291226495,5.2699492645484565e-05
118,E119,0.0,0.1428571428571429,0.16233761623804852,-4.6074172884184954e-05
119,E120,0.0,0.31034482758620685,10.525383151279895,4.3193277695880056e-05
120,E121,0.0,0.12365591397849462,0.09451637281441291,-0.00024330946480775878
121,E122,0.06779661016949153,0.13559322033898302,1.1628057327788401,2.0650027103433452e-06
122,E123,0.0,0.49230769230769234,252.67947504574423,4.992310778925469e-05
